duration_seconds,mfcc_mean,mfcc_std,mfcc_delta_mean,mfcc_delta_std,mfcc_delta2_mean,mfcc_delta2_std,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_bandwidth_mean,spectral_bandwidth_std,rms_mean,rms_std,zcr_mean,zcr_std,label,dataset,filepath
1.54,-19.976919174194336,59.68172073364258,0.04054160788655281,5.2757568359375,0.09373772889375687,3.719296455383301,1628.6576851894654,711.9372370356392,3113.998724489796,1410.6691815512052,1564.9538026101638,407.75681400142463,0.11613846570253372,0.06278646737337112,0.10746173469387756,0.06681384211433292,low,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-03-02-01-02-01.wav
1.92,-15.728919982910156,49.29750061035156,-0.007907198742032051,6.1334333419799805,-0.041709091514348984,4.1609416007995605,2007.9851758783332,1112.6714708601646,3586.9620901639346,1521.611173705196,1640.4878286831693,342.8321743992915,0.17414723336696625,0.08336306363344193,0.15896356301229508,0.15264942789842081,low,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-03-02-02-01-01.wav
1.92,-17.523544311523438,55.02733612060547,0.05317923054099083,6.9247212409973145,-0.04845208674669266,4.702930927276611,1907.7596907594825,1155.816414561357,3480.1485655737706,1504.811441691819,1546.5618705855704,345.4813058958775,0.14814172685146332,0.07139193266630173,0.14556384477459017,0.15158029834040215,low,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-03-02-02-02-01.wav
1.76,-11.591169357299805,65.46952056884766,-0.07494436204433441,5.307850360870361,-0.010524618439376354,3.813282012939453,1500.1020153390225,806.7452751443622,2848.4933035714284,1249.4092830038817,1464.5403683197371,347.65702432795246,0.10406307131052017,0.0585445836186409,0.10082135881696429,0.07197571510467769,moderate,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-04-01-01-01-01.wav
1.47,-9.370298385620117,63.2549934387207,0.03451952710747719,4.756983280181885,-0.024094533175230026,3.632054090499878,1471.1899724242207,784.6483629564653,2885.1396276595747,1416.524700900094,1427.09959987757,424.3804724521829,0.1140379011631012,0.05568891018629074,0.09737574800531915,0.05854366632036817,moderate,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-04-01-01-02-01.wav
1.44,-8.16639232635498,60.82833480834961,0.010710380971431732,5.422377109527588,-0.08532610535621643,3.7276129722595215,1495.420479682508,939.2677225308948,2833.899456521739,1460.1075469480309,1403.4613059328867,418.7184558691398,0.13502909243106842,0.06276270747184753,0.11002250339673914,0.10840049610077901,moderate,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-04-01-02-01-01.wav
1.41,-8.365711212158203,61.25920104980469,-0.0033625545911490917,5.6875433921813965,-0.09194333851337433,4.226964473724365,1584.2910104556518,1041.0920822884664,2894.4444444444443,1487.8710859618711,1391.218809592019,373.7864071357384,0.14791451394557953,0.06604216247797012,0.12782118055555555,0.1229336177921628,moderate,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-04-01-02-02-01.wav
1.76,-10.024447441101074,62.10742950439453,-0.041595060378313065,5.655941963195801,-0.038803961127996445,4.426529884338379,1529.458014527932,1022.5034280383815,2817.940848214286,1595.802277176951,1399.1910609571296,434.0032803259017,0.14103911817073822,0.06052215397357941,0.10593087332589286,0.08706736848299655,moderate,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-04-02-01-01-01.wav
1.57,-16.419954299926758,66.0912857055664,0.11192888766527176,6.0497965812683105,-0.04740079864859581,4.262510776519775,1617.7377981028237,911.2046531500824,3149.375,1512.9943665212372,1555.3282269262897,419.9548634462953,0.10903743654489517,0.060364071279764175,0.10580078125,0.07623416423514369,moderate,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-04-02-01-02-01.wav
1.7,-14.484283447265625,59.95207977294922,-0.1205950379371643,6.071347713470459,0.020322617143392563,4.294947624206543,1740.1154106220051,1095.1834872642567,3209.056712962963,1514.9290050607972,1484.6108830537398,386.71802743671884,0.13571502268314362,0.06817014515399933,0.13230613425925927,0.13547625291872836,moderate,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-04-02-02-01-01.wav
1.76,-12.070411682128906,51.44820785522461,-0.11898453533649445,6.177150249481201,-0.04886552318930626,4.084139823913574,1857.2013377536455,1089.5942789673952,3417.2712053571427,1407.678293125221,1560.841974531755,314.2693406398649,0.17660371959209442,0.07504615932703018,0.14396449497767858,0.13413378768425455,moderate,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-04-02-02-02-01.wav
1.76,-13.381460189819336,59.455322265625,0.0030385530553758144,6.829709529876709,-0.008896859362721443,4.693791389465332,2058.3574598295136,1088.8035799434874,3819.893973214286,1486.9649776357721,1681.9128552176262,318.5469765012749,0.10641803592443466,0.05957915633916855,0.15048653738839285,0.11607660521764063,high,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-05-01-01-01-01.wav
1.92,-14.352519035339355,49.97401809692383,-0.05327022075653076,6.462371349334717,-0.07269472628831863,4.923287391662598,2132.012464913206,1029.0154447312157,3968.75,1525.5295770723494,1733.507178959653,367.2945245601988,0.15205152332782745,0.07418423146009445,0.1558097464139344,0.10795647905550312,high,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-05-01-01-02-01.wav
1.5,-12.22005558013916,53.11595916748047,-0.18174691498279572,6.093484401702881,0.010806557722389698,4.811628818511963,1995.1939270022392,1270.134575554445,3585.44921875,1763.433869145367,1609.2440245447235,371.0004585909028,0.14827819168567657,0.07960011810064316,0.165740966796875,0.15951860559732697,high,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-05-01-02-01-01.wav
1.73,-15.57265853881836,58.14645767211914,-0.11034990102052689,7.2055768966674805,-0.018469195812940598,5.311403751373291,2136.684183789374,1323.9119850680847,3790.1988636363635,1643.7236823459589,1588.2499204175035,366.78965603497403,0.12895892560482025,0.07439330965280533,0.18204900568181817,0.16949537593348712,high,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-05-01-02-02-01.wav
1.98,-24.174619674682617,45.500247955322266,-0.22034460306167603,6.951242923736572,0.09717594087123871,4.558659553527832,2326.290256738736,757.2393672648643,4347.7182539682535,1217.8131200521523,1806.994943909729,286.3751283771407,0.13877685368061066,0.07324941456317902,0.16653490823412698,0.07218288156611234,high,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-05-02-01-01-01.wav
2.11,-21.398067474365234,50.01143264770508,-0.01746538281440735,6.123134613037109,0.1792321503162384,3.655341148376465,2186.0298657187436,852.6543729228669,4126.982276119403,1316.5162537935344,1805.205841430329,274.09447701713236,0.1225799024105072,0.0707334354519844,0.1615773670708955,0.0914364975094234,high,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-05-02-01-02-01.wav
2.02,-19.88575553894043,53.078948974609375,-0.07026605308055878,7.328373432159424,0.052573420107364655,4.545365333557129,2526.0819574100447,1249.3967663911262,4316.5283203125,1456.4361533099125,1747.5070526291674,262.64448217804147,0.12156707048416138,0.07839606702327728,0.2291107177734375,0.18778464385161464,high,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-05-02-02-01-01.wav
2.34,-23.189208984375,42.04202651977539,-0.05419345200061798,6.473803997039795,-0.02461661770939827,4.036359786987305,2457.242013409124,825.9903595418733,4575.696790540541,1075.5237586567873,1844.5251439482495,224.9281572434856,0.17649529874324799,0.10322687774896622,0.20482738597972974,0.1398242281522577,high,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-05-02-02-02-01.wav
1.57,-11.521492958068848,57.758670806884766,-0.051202937960624695,5.55758810043335,-0.01737293042242527,3.767124652862549,1572.6697893633257,754.233824828229,3132.65625,1210.671835777686,1563.981251954048,311.7262637177057,0.12916521728038788,0.060741834342479706,0.099404296875,0.06688769425029062,high,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-06-01-01-01-01.wav
1.63,-12.148344993591309,49.56160354614258,0.006407066248357296,5.619807720184326,-0.013229398056864738,3.482666015625,1583.8525915135715,803.7991613555272,3069.4110576923076,1441.5773704369296,1530.165323874929,419.23540242598887,0.21879926323890686,0.08712897449731827,0.10691481370192307,0.0695763524286709,high,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-06-01-01-02-01.wav
1.47,-6.340734958648682,51.853633880615234,-0.16598865389823914,5.692812442779541,-0.03280457854270935,3.484550952911377,1680.134383643437,994.0675634922231,3050.365691489362,1441.8268676415737,1532.4534487642825,303.6374272872465,0.17859752476215363,0.07811538130044937,0.11622132646276596,0.1116222039620165,high,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-06-01-02-01-01.wav
1.7,-8.98800277709961,51.74565887451172,-0.039835814386606216,5.6017022132873535,-0.005154264625161886,4.275235652923584,1846.3571994512715,1218.4030960000962,3312.934027777778,1622.117430206853,1510.973767443438,342.72040319201886,0.16112472116947174,0.07503187656402588,0.15043583622685186,0.15271912812636484,high,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-06-01-02-02-01.wav
2.75,-19.60945701599121,71.29080200195312,0.05835073068737984,7.297903537750244,-0.004917849786579609,4.301999092102051,2495.1667066963078,1056.3039205528587,4471.8031609195405,1383.0244782010286,1876.5110944493222,243.6917089905495,0.09066516160964966,0.09005552530288696,0.2057123293821839,0.1422070703570512,high,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-06-02-01-01-01.wav
2.08,-25.309289932250977,63.65163040161133,0.17818164825439453,5.131270408630371,-0.01534529309719801,3.6402077674865723,1864.8463081226273,590.1535079092445,3728.5748106060605,1153.0177155694983,1739.4929927536657,292.38377228568277,0.08958093822002411,0.06677448004484177,0.11768317945075757,0.047980667546964346,high,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-06-02-01-02-01.wav
1.79,-25.59650230407715,47.023048400878906,0.23207160830497742,5.812322616577148,-0.06542493402957916,3.8850886821746826,2134.8299894463835,907.88497932993,3851.1513157894738,1337.553143104509,1734.540641835377,253.09474067084597,0.13769134879112244,0.0790981575846672,0.1670607182017544,0.12652945310655023,high,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-06-02-02-01-01.wav
1.76,-23.341983795166016,51.790626525878906,-0.09251242130994797,5.6089277267456055,0.11872871220111847,3.9091763496398926,2014.2610395001927,936.060730144996,3701.3113839285716,1390.2981274890417,1718.795122008309,269.417215161052,0.12026312202215195,0.06924082338809967,0.14952741350446427,0.1296617568090641,high,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-06-02-02-02-01.wav
1.73,-10.912372589111328,56.86170959472656,0.24837258458137512,5.653648853302002,-0.0564475916326046,4.26296329498291,1733.3628007315144,1120.9970542377891,3130.1136363636365,1752.3524533065556,1575.148260429448,454.21402916125385,0.16914454102516174,0.09430640935897827,0.12877308238636365,0.10988249337009072,moderate,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-07-01-01-01-01.wav
1.86,-13.433479309082031,59.87839126586914,0.19884935021400452,5.903895854949951,-0.09460722655057907,4.148662090301514,1923.1614697921152,1130.7035778996362,3423.728813559322,1812.737612150342,1704.2010114426732,446.5339973720137,0.1173223927617073,0.07779560983181,0.1479740466101695,0.11377208588838832,moderate,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-07-01-01-02-01.wav
1.95,-9.417585372924805,61.477142333984375,0.07724181562662125,7.612395286560059,-0.18125459551811218,4.520704746246338,1909.632424180063,1452.178584029618,3201.108870967742,2047.2991201189568,1464.3633856936099,477.4185980246335,0.15369631350040436,0.07533495128154755,0.15320217993951613,0.1670754740306724,moderate,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-07-01-02-01-01.wav
1.76,-9.257205963134766,56.423274993896484,0.05348017439246178,6.586907386779785,-0.09242367744445801,3.993950605392456,1982.1627520506795,1479.1754630551422,3348.9118303571427,2131.3956186106034,1510.8229986211759,509.4939858733993,0.1605461984872818,0.09209806472063065,0.16307721819196427,0.17295610078780496,moderate,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-07-01-02-02-01.wav
2.14,-23.248245239257812,64.8393325805664,0.11525050550699234,7.504454135894775,-0.05475357547402382,4.727710723876953,2062.1534226291874,1191.4945607935856,3810.4319852941176,1881.6306327159705,1738.4383314284005,450.9108933553581,0.10983478277921677,0.09338955581188202,0.15152516084558823,0.13028706274686383,moderate,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-07-02-01-01-01.wav
1.82,-21.603391647338867,52.71072769165039,0.3010309040546417,5.860997200012207,0.0346066914498806,4.132439613342285,1999.0046229315606,1198.2418622563164,3671.470905172414,1857.1751865092615,1691.4694918772495,403.24318123022533,0.16628798842430115,0.0847495049238205,0.1409870016163793,0.12485191387815123,moderate,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-07-02-01-02-01.wav
1.95,-21.42320442199707,60.75608444213867,0.24362947046756744,6.875016212463379,-0.06804323196411133,3.9354732036590576,2330.1104645898613,1511.5574296933194,3878.0241935483873,2126.0612393738566,1676.6852259341263,419.9229275491449,0.12044088542461395,0.08344114571809769,0.19323336693548387,0.19885154310092495,moderate,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-07-02-02-01-01.wav
2.24,-20.692888259887695,61.312095642089844,0.16765739023685455,6.85467004776001,-0.030277069658041,4.003659725189209,2088.1641061926694,1431.4793949414943,3631.051936619718,2040.387423512167,1642.2195225009004,414.2708114553745,0.1202467679977417,0.08314978331327438,0.1699493838028169,0.20064974682438136,moderate,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-07-02-02-02-01.wav
1.38,-12.121644020080566,62.101593017578125,-0.16772066056728363,5.2977824211120605,0.07243519276380539,4.0193400382995605,1463.2269509682255,680.2504276832992,2731.8892045454545,1325.4221041755534,1508.8713352676457,380.7996005341991,0.1204032152891159,0.06714538484811783,0.09280672940340909,0.047158441768912464,moderate,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-08-01-01-01-01.wav
1.22,-9.9651517868042,61.10528564453125,-0.2736935317516327,5.1946187019348145,-0.01550195924937725,3.4566304683685303,1467.4687899028372,682.5729364314367,2824.9198717948716,1294.7889244830935,1469.9001800354895,397.3765275680398,0.13644374907016754,0.06256870180368423,0.09520232371794872,0.0469344959312288,moderate,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-08-01-01-02-01.wav
1.54,-11.9226655960083,65.92288970947266,-0.11826298385858536,6.62176513671875,-0.19893667101860046,4.496962070465088,1661.3276623760196,1079.351666825049,2988.998724489796,1575.007274667855,1479.2496314511777,391.5756960723546,0.10909518599510193,0.06532616168260574,0.13056042729591838,0.12308181909388502,moderate,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-08-01-02-01-01.wav
1.28,-12.434504508972168,56.66845703125,-0.32590147852897644,6.178610801696777,0.06418848782777786,3.7152397632598877,1626.054745188527,954.8023028944995,2953.6966463414633,1550.1785429944018,1493.1013836659179,386.64114174788045,0.1468755155801773,0.06302861869335175,0.1211890243902439,0.10362310228067702,moderate,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-08-01-02-02-01.wav
1.38,-13.368715286254883,51.843841552734375,0.18526048958301544,5.074568271636963,0.018252111971378326,3.5530598163604736,1624.816891049731,620.8036200717639,3138.494318181818,1269.3770269484246,1559.5524774547196,360.90520448380767,0.15474851429462433,0.057434652000665665,0.11644398082386363,0.04580513580335736,moderate,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-08-02-01-01-01.wav
1.5,-14.739595413208008,48.967288970947266,0.0291066225618124,4.744521617889404,-0.09356476366519928,3.731938362121582,1812.1253476060556,785.6985206570479,3350.7486979166665,1256.5160563446136,1646.4976051256351,298.60289285041654,0.1504010260105133,0.08052599430084229,0.12682088216145834,0.059001414853117606,moderate,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-08-02-01-02-01.wav
1.54,-14.165411949157715,51.834327697753906,-0.3640868663787842,5.675213813781738,-0.08355612307786942,4.2451558113098145,1933.3260315737616,1084.389405190898,3533.8010204081634,1458.1595052685702,1626.1371221639838,322.93208531685923,0.140585258603096,0.0565471351146698,0.1454280931122449,0.12870367253833703,moderate,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-08-02-02-01-01.wav
1.28,-14.762548446655273,46.889163970947266,0.10118475556373596,5.641239643096924,-0.12367796897888184,4.055622100830078,1703.5307029331516,733.5754857561207,3096.0365853658536,1372.3440907254314,1570.1711012048875,328.9088550962843,0.20450010895729065,0.07406637072563171,0.11847370426829268,0.08482248216955172,moderate,ravdess,datasets\raw\stress\ravdess\Actor_01\03-01-08-02-02-02-01.wav
1.57,-17.256336212158203,60.43496322631836,0.17936260998249054,5.7051215171813965,-0.026065051555633545,3.917513847351074,1752.3318051327537,850.043393884997,3166.25,1614.563118153019,1468.233729015621,478.5452061515196,0.11438475549221039,0.0647328719496727,0.12845703125,0.07224997455108088,low,ravdess,datasets\raw\stress\ravdess\Actor_02\03-01-01-01-01-01-02.wav
1.57,-16.513973236083984,56.7657470703125,0.028018644079566002,5.565862655639648,-0.009726621210575104,4.382410526275635,1845.428399907338,902.2943705250427,3307.65625,1572.7731731249623,1488.557936784755,456.63914109161925,0.13036265969276428,0.06750364601612091,0.135087890625,0.07656826760502307,low,ravdess,datasets\raw\stress\ravdess\Actor_02\03-01-01-01-01-02-02.wav
1.66,-20.24773597717285,62.87771224975586,0.12414298206567764,6.851812362670898,-0.04764331132173538,4.704094409942627,1933.852568693631,1205.6884431899314,3376.4740566037735,1740.825651074842,1469.115172380739,480.24809083881706,0.10921880602836609,0.06772124767303467,0.16316885318396226,0.1535636654415308,low,ravdess,datasets\raw\stress\ravdess\Actor_02\03-01-01-01-02-01-02.wav
1.5,-21.07210350036621,58.224266052246094,0.05094190314412117,6.621425151824951,-0.05732879787683487,4.574149131774902,1868.0227239791536,1070.3386722776038,3319.82421875,1622.3501706215975,1510.7232592991975,456.497104411436,0.12746556103229523,0.06957594305276871,0.15379842122395834,0.13386531576525137,low,ravdess,datasets\raw\stress\ravdess\Actor_02\03-01-01-01-02-02-02.wav
1.76,-17.3613338470459,65.18661499023438,0.07175125926733017,6.121399879455566,-0.05366909131407738,3.8979499340057373,1768.4824264901054,1064.355620689137,3285.8537946428573,1716.4495923341603,1543.4658902398442,478.20403800833685,0.1098601296544075,0.06309326738119125,0.11943708147321429,0.08460529116619565,low,ravdess,datasets\raw\stress\ravdess\Actor_02\03-01-02-01-01-01-02.wav
1.92,-16.193099975585938,59.104087829589844,0.015109770931303501,5.349608898162842,-0.02492307685315609,3.5707695484161377,1716.9302951864443,952.6005540512793,3150.1024590163934,1585.7145317111838,1543.7163631423696,423.53726572257165,0.1491280198097229,0.07897848635911942,0.11677126024590163,0.08942749591612846,low,ravdess,datasets\raw\stress\ravdess\Actor_02\03-01-02-01-01-02-02.wav
1.86,-20.214439392089844,62.77027130126953,-0.040344275534152985,6.350617408752441,-0.01893087476491928,4.168174743652344,2023.2138820974324,1430.6813928348213,3494.3061440677966,1973.8350257584534,1544.7606265757245,501.195176387312,0.11864519864320755,0.07076115906238556,0.16624735169491525,0.16730653167514098,low,ravdess,datasets\raw\stress\ravdess\Actor_02\03-01-02-01-02-01-02.wav
1.98,-21.678985595703125,62.67322540283203,-0.12645360827445984,6.16816520690918,-0.001256768126040697,3.8121156692504883,1941.312028221944,1288.92061910047,3362.5992063492063,1882.665400732547,1517.8260566574058,492.9386916241173,0.11006937175989151,0.06475868076086044,0.16804625496031747,0.16867194697542928,low,ravdess,datasets\raw\stress\ravdess\Actor_02\03-01-02-01-02-02-02.wav
2.05,-17.912382125854492,62.798370361328125,0.07908856868743896,6.039784908294678,0.06466557085514069,3.9630284309387207,1882.4658069527406,1148.584102432634,3461.5384615384614,1803.2533677374033,1597.474468907882,438.15237058346617,0.11468635499477386,0.08199340850114822,0.14133864182692307,0.13095290761093376,low,ravdess,datasets\raw\stress\ravdess\Actor_02\03-01-02-02-01-01-02.wav
1.86,-18.663902282714844,63.119606018066406,0.08032368868589401,5.586561679840088,0.08183717727661133,3.6832127571105957,1862.7916433426265,1008.2945205882764,3441.8697033898306,1612.8098060146883,1617.3751029049713,419.58007088282545,0.1059490442276001,0.06798327714204788,0.13646219544491525,0.10655130414974674,low,ravdess,datasets\raw\stress\ravdess\Actor_02\03-01-02-02-01-02-02.wav
2.05,-22.60592269897461,64.60882568359375,-0.027654848992824554,6.560961723327637,0.05239178240299225,4.055118560791016,2067.877964726874,1423.837289141497,3573.798076923077,2012.2148173707255,1593.610040152533,478.68323477384075,0.11345173418521881,0.07385823875665665,0.17792217548076922,0.17779820935024565,low,ravdess,datasets\raw\stress\ravdess\Actor_02\03-01-02-02-02-01-02.wav
2.11,-17.36737823486328,54.98295974731445,-0.08220966160297394,6.346649169921875,-0.012527025304734707,3.9840056896209717,2031.7709436492296,1435.7531641680794,3440.6483208955224,1937.0453112908626,1587.0559575656875,425.14513380652204,0.1556723713874817,0.08172792196273804,0.17124096315298507,0.18485953443323172,low,ravdess,datasets\raw\stress\ravdess\Actor_02\03-01-02-02-02-02-02.wav
